File,Sent_ID,Sentence,Length,Word Order,Category,Dependency Length
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_2148_gold.conllu,330,वो 1 फंडा दिया यार,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_2148_gold.conllu,713,वो तो हाइड्रोफ़ोबिया होता है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_2148_gold.conllu,741,उसे जीआरईयोफ़ोबया हो गया होगा,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_2148_gold.conllu,844,तू ऐसा मत बोल यार,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_2156_gold.conllu,264,जो [anonymized] ने पढ़ाई थी,5,OSV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_2156_gold.conllu,416,वो [anonymized] ने लिया था,5,OSV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_2156_gold.conllu,915,वो हम भूल गए लेकिन,5,OSV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_2156_gold.conllu,929,[anonymized] जो पढ़ाए थे 3,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_2156_gold.conllu,1109,तुम ने कितने छाप दिए,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_2156_gold.conllu,1110,तुम ने कितने छाप दिए,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4115_gold.conllu,139,और ये मैं ने बनाया,5,OSV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4115_gold.conllu,165,तो हम ने सोचा वीकेंड,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4115_gold.conllu,271,हम ने कहा ठीक है,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4115_gold.conllu,638,4 हफ़्ते दिए थे उन्होंने,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4214_gold.conllu,250,क्या किया तुम लोग ने,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4214_gold.conllu,533,दोनों को 1 1 मिलेगा,5,SOV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4214_gold.conllu,562,सब वो लोग पे करेंगे,5,OSV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4214_gold.conllu,583,भगवान् जाने क्या क्या है,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,79,तो हम बोले ठीक है,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,98,पापा ऐसा बोल रहे थे,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,185,तुम भाषण मत दो अभी,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,266,हाँ मुझे लाइसेंस मिल गया,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,357,बेचारा राजेश कितना ड्राइविंग करेगा,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,484,और कुछ पूछना है तुम्हें,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,539,क्या बक रहे हो तुम,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,599,जिंदगी भर मुखोटा पहनो तुम,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,612,आप को कुछ पूछना है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,636,हम काम कर रहे हैं,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,663,वो पढ़ाई कर रहा है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,744,राजेश बोलना चाहता है कुछ,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,794,वो क्या कह रहा है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,851,तो हम क्या करे राजेश,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,860,तुम अपना करते रहो शिकायत,5,Others,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,861,हम अपना कर रहे हैं,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4284_gold.conllu,906,और कुछ पूछना है तुम्हें,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4360_gold.conllu,118,मैं ने ये सुना है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4360_gold.conllu,199,क्या हो गया उन को,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4360_gold.conllu,470,मैं ने दबा ली गाड़ी,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4360_gold.conllu,812,मैं तो यही करता हूँ,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4360_gold.conllu,814,मैं तो मीटबॉल्ज़ डालती हूँ,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4370_gold.conllu,3,तुम भी बकवास करना है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4370_gold.conllu,89,पूरा इंजन चेंज किया खुद,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4370_gold.conllu,161,संजय बोला नहीं ऐसे नहीं,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4370_gold.conllu,255,तो तुम लोग क्या किए,5,SOV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4370_gold.conllu,352,नहीं वो कुछ नहीं बोला,5,SOV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4370_gold.conllu,496,उस से पूछ लूँगा मैं,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4649_gold.conllu,78,तुम जीमैट की तैयारी करो,5,SOV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4649_gold.conllu,468,काफ़ी भेज दिए क्या तुम,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4770_gold.conllu,94,ये तुम ने अच्छा बताया,5,OSV,Transitive,2.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4770_gold.conllu,506,वो नम्बर तुम्हें दिख जाएगा,5,OSV,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_4770_gold.conllu,646,तुम्हें प्रॉब्लम नहीं होगी फिर,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6256_gold.conllu,822,संघा क्या कर रही है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6256_gold.conllu,1046,और उस की मिली तुम्हे,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6256_gold.conllu,1053,वो भी मुझे अच्छी लगी,5,OSV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6256_gold.conllu,1142,मैं बोला यार तुम ऐसे,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6270_gold.conllu,872,मैं भी करता हूँ ये,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6270_gold.conllu,991,नहीं संदीप किस को करेंगे,5,SOV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6270_gold.conllu,1036,तू फ़ोन कर उन को,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6289_gold.conllu,25,इसी को देखते हैं हम,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6322_gold.conllu,39,अच्छा मैं जमैका गया था,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6322_gold.conllu,296,मिक्की डाक्टरी पढ़ रहा है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6322_gold.conllu,314,संदीप क्या कर रहा है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6322_gold.conllu,399,नहीं मैं तो क्या बताऊँ,5,SOV,Transitive,2.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6322_gold.conllu,692,टूटू नहीं करने देती एक्सर्साइज़,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6400_gold.conllu,27,हम लोगों ने हीट चलाई,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6400_gold.conllu,44,मैं फ्राइज़ खा रहा हूँ,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6400_gold.conllu,412,फ़िर मैं ने कहा वो,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6400_gold.conllu,676,हम नहीं जानते उस को,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6400_gold.conllu,677,हम नहीं जानते उस को,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6400_gold.conllu,684,विक्की बता रहा था खूब,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6400_gold.conllu,711,तो विक्की ने [incomprehensible] निकाला,5,SOV,Transitive,2.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6400_gold.conllu,726,वो बोलता है [incomprehensible] सिक्योरिटी,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6412_gold.conllu,129,डॉक्टर क्या बोल रहा है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6412_gold.conllu,359,आप बताइए ना कोई नाम,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6412_gold.conllu,1031,ये डिपार्टमेंट गए हुए हैं,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6432_gold.conllu,57,अरे कार्ड कहाँ भेजा उन्होंने,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6432_gold.conllu,290,वो तो हमें नहीं पता,5,OSV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6432_gold.conllu,772,बूआ ने देखा मेरे को,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6432_gold.conllu,945,हम सब कुछ बनाते है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6435_gold.conllu,169,ये वेराएटी दे रहे हैं,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6435_gold.conllu,465,कोई कुछ दिखा रहा है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6435_gold.conllu,670,[incomprehensible] होती है उन के,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6441_gold.conllu,88,रामायण किस ने लिखी थी,5,OSV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6441_gold.conllu,89,रामायण तुलसीदास जी ने लिखी,5,OSV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6441_gold.conllu,269,अभि ने क्या खाया है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6441_gold.conllu,340,हम कश्मीर घूम आये हैं,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6480_gold.conllu,37,तो वो मुझे मिल गया,5,OSV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6480_gold.conllu,718,अपने को बोलो तुम्हें चाहिए,5,OSV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6480_gold.conllu,917,वो कॉंट्रैक्ट जॉब लेता है,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6480_gold.conllu,939,मैं गया था वहाँ पढ़ाने,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6488_gold.conllu,1,क्या कह रहा है ये,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6488_gold.conllu,64,वो उर्मिला को जानता है,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6488_gold.conllu,121,मैं तो बुढ़िया हो गई,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6488_gold.conllu,230,आप किसी को भी करो,5,SOV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6488_gold.conllu,273,वो हम ने नहीं दिया,5,OSV,Transitive,2.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6488_gold.conllu,877,आप जानती हैं उस को,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6488_gold.conllu,1324,दिखाया नहीं मुन्ना ने मुझे,5,Others,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6495_gold.conllu,140,बहनें तो कुछ नहीं कराती,5,SOV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6495_gold.conllu,302,हम ने कहा अच्छा जाओ,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6500_gold.conllu,361,तू ने जॉइन किया क्लब,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6500_gold.conllu,372,मैं ने कहा भाई वेट,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6500_gold.conllu,847,मैं सच बोल रहा हूँ,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6500_gold.conllu,885,आदमी ऐसा बोल रहा है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6500_gold.conllu,962,मैं ने डेट किया उसे,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6500_gold.conllu,1066,तू ने भी सही किया,5,SOV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6500_gold.conllu,1273,मैं ने ये क्या किया,5,SOV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6500_gold.conllu,1290,मैं ने काफ़ी लिए थे,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6502_gold.conllu,42,याह 200 बोल देगा वो,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6502_gold.conllu,183,शायद 300 लगेगा तेरे को,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6502_gold.conllu,326,हम दूसरी कार खरीद लेंगे,5,SOV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6502_gold.conllu,359,मैं 13 लास्ट डे दूँगा,5,SOV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6502_gold.conllu,453,पता नहीं मुझे ये तो,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6502_gold.conllu,550,वो काम कर रहा है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6502_gold.conllu,581,वो कुछ नहीं कर सकते,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6502_gold.conllu,743,वैसा नहीं बता रहा वो,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6523_gold.conllu,127,सास इंडिया गयी हुई है,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6523_gold.conllu,306,उस ने कहा मेरी मरज़ी,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6523_gold.conllu,342,मैं ने कहा ठीक है,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6523_gold.conllu,371,फिर कौन लेने आएगा तुझे,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6523_gold.conllu,375,तू उस की सुनती है,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6523_gold.conllu,389,तू उस की सुनती है,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6523_gold.conllu,472,जॉब भी नहीं करती तू,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6523_gold.conllu,847,बाकी बच्चे हिंदी बोलते हैं,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6523_gold.conllu,958,तो इंडिया जाएंगे हम लोग,5,Others,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6556_gold.conllu,293,नहीं आप दीजिए [incomprehensible] का,5,Others,Transitive,1.25
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6556_gold.conllu,532,हम को ऐसा लगा नहीं,5,SOV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6556_gold.conllu,848,कोई प्लेन नहीं गिनता है,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6556_gold.conllu,930,और तुम क्या करोगे फ़िर,5,SOV,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6556_gold.conllu,1094,टीवी हम देखते ही नहीं,5,OSV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6563_gold.conllu,328,फ़िर इतना फ़ीस कौन देगा,5,OSV,Transitive,2.0
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6563_gold.conllu,555,तो इंटर्नशिप कब करेगा तुम,5,Others,Transitive,1.75
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6563_gold.conllu,565,तो मैं इंटर्नशिप नहीं करूँगा,5,SOV,Transitive,2.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6563_gold.conllu,624,फ़िलिपींस तुम सुना होगा ना,5,OSV,Transitive,1.5
C:\Users\CBSL-1\Desktop\Pallab\Dialogue Corpus\PHASE_GOLD_FILTERED\hi_6563_gold.conllu,747,मुकुल ही उस को लाया,5,SOV,Transitive,2.0
